2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
2024-08-23,15:04:21,8e32b1d7a48a,3.08,3.07,6.14,1.2,233,2
2024-08-23,15:04:33,8e32b1d7a48a,2.66,3.438,6.88,1.91,233,2
2024-08-23,15:04:44,8e32b1d7a48a,2.72,3.797,7.59,2.62,233,2
2024-08-23,15:03:47,8e32b1d7a48a,0.00,2.395,4.79,2.12,233,2
2024-08-23,15:03:58,8e32b1d7a48a,0.00,2.395,4.79,2.27,233,2
2024-08-23,15:04:10,8e32b1d7a48a,2.79,2.711,5.42,495,233,2
